NODC_CODE,RACE,BASE_NAME,EGOA
8831020304,21333,Artediellus pacificus (Pacific hookear sculpin),Shelf_demersals
8831020305,21334,Artediellus scaber hamecon,Shelf_demersals
8831020306,21335,Artediellus uncinatus (Arctic hookear sculpin),Shelf_demersals
8831020399,21337,Bolinia euryptera (broadfin sculpin),Shelf_demersals
8831020400,NA,Artedius sp. (Irish lord),Shelf_demersals
8831020404,NA,Artedius meanyi ((Puget Sound sculpin),Shelf_demersals
8831020601,NA,Blepsias bilobus (crested sculpin),Shelf_demersals
8831020602,21398,Blepsias cirrhosus (silverspotted sculpin),Shelf_demersals
8831020901,21390,Dasycottus setiger (spinyhead sculpin),Shelf_demersals
8831021000,NA,Cottoidei (sculpin) Enophrys sp.,Shelf_demersals
8831021002,20388,Antlered sculpin Enophrys diceraus,Shelf_demersals
8831021003,21387,Enophrys lucasi (Leister sculpin),Shelf_demersals
8831021300,21313,Gymnocanthus (sculpin),Shelf_demersals
8831021302,21316,Gymnocanthus galeatus (sculpin),Shelf_demersals
8831021303,21314,Gymnocanthus pistilliger (threaded sculpin),Shelf_demersals
8831021304,21315,Arctic staghorn sculpin Gymnocanthus tricuspis,Shelf_demersals
8831021400,21342,Hemilepidotus sp. (sculpin),Large_sculpins
8831021402,21346,Hemilepidotus hemilepidotus (red Irish lord),Large_sculpins
8831021403,21347,Hemilepidotus jordani (yellow Irish lord),Large_sculpins
8831021404,21348,Hemilepidotus papilio (butterfly sculpin),Large_sculpins
8831021406,21345,Hemilepidotus zapus (longfin irish lord),Large_sculpins
8831021502,21420,Hemitripterus bolini (bigmouth sculpin),Large_sculpins
8831021600,21307,Icelinus sp.,Shelf_demersals
8831021601,21311,Icelinus borealis (Northern Sculpin),Shelf_demersals
8831021603,21310,Icelinus filamentosus (threadfin sculpin),Shelf_demersals
8831021801,21380,Leptocottus armatus (Pacific staghorn sculpin),Shelf_demersals
8831021900,21339,Cottoidei (sculpin) Malacocottus sp.,Shelf_demersals
8831021901,21340,Malacocottus kincaidi (blackfin sculpin),Shelf_demersals
8831021902,21341,Malacocottus zonurus (darkfin sculpin),Shelf_demersals
8831022001,21376,Megalocottus paltycephalus (belligerent sculpin),Shelf_demersals
8831022200,21375,Myoxocephalus sp. (sculpin),Large_sculpins
8831022201,21371,Myoxocephalus jaok (plain sculpin),Large_sculpins
8831022204,21370,Myoxocephalus polyacanthocephalus (great sculpin),Large_sculpins
8831022205,21377,Myoxocephalus quadricornis (fourhorn sculpin),Large_sculpins
8831022207,NA,Shorthorn sculpin Myoxocephalus scorpius,Large_sculpins
8831022211,21368,Myoxocephalus verrucosus (warty sculpin),Large_sculpins
8831022301,21406,Nautichthys oculofasciatus (sailfin sculpin),Shelf_demersals
8831022302,21405,Nautichthys pribilovius (eyeshade sculpin),Shelf_demersals
8831022501,NA,Thornback sculpin Paricelinus hopliticus,Shelf_demersals
8831022700,21318,Porocottus sp. (fringed sculpin),Shelf_demersals
8831022704,21360,Microcottus sellaris (brightbelly sculpin),Shelf_demersals
8831022900,NA,Radulinus sp. (Cottidae),Shelf_demersals
8831022901,NA,Radulinus asprellus (Slim Sculpin),Shelf_demersals
8831023001,21415,Rhamphocottus richardsoni (grunt sculpin),Shelf_demersals
8831023701,NA,Thyriscus anoplus (sponge sculpin),Shelf_demersals
8831023800,21350,Triglops sp. (sculpin),Shelf_demersals
8831023801,21352,Triglops forficata (scissortail sculpin),Shelf_demersals
8831023803,NA,Triglops macellus (roughspine sculpin),Shelf_demersals
8831023805,21355,Triglops pingeli (ribbed sculpin),Shelf_demersals
8831023806,21354,Triglops scepticus (spectacled sculpin),Shelf_demersals
8831023895,21429,Triglops xenostethus (scalebreasted sculpin),Shelf_demersals
8831026001,21379,Trichocottus brashnikoviki (hairhead sculpin),Shelf_demersals
8831070000,NA,Psychrolutidae (sculpin),Shelf_demersals
8831070101,21934,Psychrolutes paradoxus (tadpole sculpin),Shelf_demersals
8831070102,21395,blob sculpin Psychrolutes phrictus,Shelf_demersals
8831070201,21423,Eurymen gyrinus (smoothcheek sculpin),Shelf_demersals
8831070401,21444,Rastrinus scutiger (roughskin sculpin),Shelf_demersals
8831080000,20000,Agonidae (poacher),Shelf_demersals
8831080101,20015,Agonopsis vulsa (northern spearnose poacher),Shelf_demersals
8831080201,20055,Anoplagonus inermis (smooth alligatorfish),Shelf_demersals
8831080301,20050,Aspidophoroides bartoni (Aleutian alligatorfish),Shelf_demersals
8831080303,20051,Ulcina olrikii (Arctic alligatorfish),Shelf_demersals
8831080400,NA,Asterotheca sp. (poacher),Shelf_demersals
8831080401,20035,Asterotheca alascana (gray starsnout),Shelf_demersals
8831080402,20036,Spinycheek Starsnout Bathyagonus infraspinatus,Shelf_demersals
8831080403,20037,Asterotheca pentacanthus (bigeye poacher),Shelf_demersals
8831080501,20038,Bathyagonus nigripinnis,Shelf_demersals
8831080503,20035,Bathyagonus alascanus (gray starsnout),Shelf_demersals
8831080701,20071,Hypsagonus quadricornis (4-horn poacher),Shelf_demersals
8831080800,20039,Agonidae (poacher) Podothecus sp.,Shelf_demersals
8831080802,20040,Podothecus acipenserinus (sturgeon poacher),Shelf_demersals
8831080804,20041,vetern poacher Podothecus veternus,Shelf_demersals
8831080899,20041,Podothecus veternus (veteran poacher),Shelf_demersals
8831080901,20061,Occella dodecaedron (Bering poacher),Shelf_demersals
8831080903,NA,Occella verrucosa (warty poacher),Shelf_demersals
8831081001,NA,Odontopyxis trispinosa (pygmy poacher),Shelf_demersals
8831081101,20001,Pallasina barbata (tubenose poacher),Shelf_demersals
8831081201,20006,Sarritor frenatus (sawback poacher),Shelf_demersals
8831081202,20005,Sarritor leptorhyncus (longnose poacher),Shelf_demersals
8831081300,20023,Xeneretmus sp. (poacher),Shelf_demersals
8831090000,22169,Cyclopteridae (snailfish),Shelf_demersals
8831090101,22175,Aptocyclus ventricosus (smooth lumpsucker),Shelf_demersals
8831090200,22219,Careproctus sp. (snailfish),Shelf_demersals
8831090207,22235,Alaska Snailfish Careproctus colletti,Shelf_demersals
8831090209,22228,Careproctus cypselurus (blackfinned redsnail),Shelf_demersals
8831090212,22233,Careproctus gilberti (small disc snailfish),Shelf_demersals
8831090215,22220,blacktail snailfish Careproctus melanurus,Shelf_demersals
8831090224,22236,Careproctus rastrinus (salmon snailfish),Shelf_demersals
8831090229,22223,Careproctus simus (snailfish),Shelf_demersals
8831090301,22206,Crystallichtys cyclopilus (Blotched snailfish ),Shelf_demersals
8831090403,22190,Toad Lumpsucker Eumicrotremus phrynoides,Shelf_demersals
8831090500,22183,Eumicrotremus sp. (lumpsuckers),Shelf_demersals
8831090501,22182,Eumicrotremus andriashevi  (pimpled lumpsucker),Shelf_demersals
8831090506,22178,Eumicrotremus orbis (Pacific spiny lumpsucker),Shelf_demersals
8831090701,22176,Lethotremus muticus (docked snailfish),Shelf_demersals
8831090800,22201,Liparis sp. (snailfish),Shelf_demersals
8831090808,22204,Liparis dennyi (marbled snailfish),Shelf_demersals
8831090811,22202,Liparis fucensis (slipskin snailfish),Shelf_demersals
8831090812,22205,Liparis gibbus (snailfish),Shelf_demersals
8831090815,22212,Liparis fabricii (gelatinous snailfish),Shelf_demersals
8831090817,22265,Liparis marmoratus (festive snailfish),Shelf_demersals
8831090829,22238,kelp snailfish Liparis tunicatus,Shelf_demersals
8831090888,22000,Liparidae (snailfish),Shelf_demersals
8831091001,22255,Nectoliparis pelagicus (tadpole snailfish),Shelf_demersals
8831091100,22250,Paraliparis sp. (snailfish),Shelf_demersals
8831091102,22215,Elassodiscus caudatus (humpback snailfish),Shelf_demersals
8831099900,22270,Allocareproctus sp. (snailfish),Shelf_demersals
8835280101,20952,Trachurus symmetricus (jack mackerel),Shelf_forage_fish
8835440201,23402,Genyonemus lineatus,Shelf_demersals
8835600201,21510,Cymatogaster aggregata (shiner perch),Shelf_demersals
8835601101,21522,Zalembius rosaceus (pink surfperch),Shelf_demersals
8840010201,21592,Trichodon trichodon (Pacific sandfish),Shelf_forage_fish
8840030000,20700,Bathymasteridae (ronquils),Shelf_demersals
8840030100,NA,Bathymaster sp. (searcher),Shelf_demersals
8840030103,20720,Bathymaster signatus (searcher),Shelf_demersals
8840030201,20702,Ronquilus jordani (northern ronquil),Shelf_demersals
8840160100,NA,Chiasmodon sp. (swallower),Miscellaneous_deep-sea_fish
8842020000,NA,Anarhichadidae (wolffishes),Shelf_demersals
8842020101,20322,Anarhichas orientalis (Bering wolffish),Shelf_demersals
8842110101,NA,Ptilichthys goodei (quillfish),Shelf_demersals
8842120000,23800,Stichaeidae (prickleback),Shelf_forage_fish
8842120101,21120,Acantholumpenus mackayi (pighead prickleback),Shelf_forage_fish
8842120201,NA,Alectridium aurantiacum (lesser prickleback),Shelf_forage_fish
8842120301,NA,Allolumpenus hypochromus (y-prickleback),Shelf_forage_fish
8842120400,NA,Anoplarchus sp. (cockscomb),Shelf_forage_fish
8842120401,23866,Slender cockscomb Anoplarchus insignis,Shelf_forage_fish
8842120500,23840,warbonnet Chirolophis sp.,Shelf_forage_fish
8842120504,23843,Chirolophis snyderi (bearded warbonnet),Shelf_forage_fish
8842120601,23861,Bryozoichthys lysimus (nutcracker prickleback),Shelf_forage_fish
8842120801,23836,Lumpenella longirostris (longsnout prickleback),Shelf_forage_fish
8842120900,23801,Lumpenus sp. (prickleback),Shelf_forage_fish
8842120901,23807,Lumpenus fabricii (slender eelblenny),Shelf_forage_fish
8842120902,23808,Lumpenus sagitta (snake prickleback),Shelf_forage_fish
8842120903,23805,Lumpenus maculatus (daubed shanny),Shelf_forage_fish
8842120904,23806,Lumpenus medius (stout eelblenny),Shelf_forage_fish
8842121200,NA,Poroclinus sp. (prickleback),Shelf_forage_fish
8842121201,23850,Poroclinus rothrocki (whitebarred pricklback),Shelf_forage_fish
8842121301,23804,Arctic shanny Stichaeus punctatus,Shelf_forage_fish
8842121600,NA,Cryptacanthodidae (wrymouth),Shelf_forage_fish
8842121601,23791,Cryptacanthodes aleutensis (dwarf wrymouth),Shelf_forage_fish
8842121701,23803,Eumesogrammus praecisus (fourline snakeblenny),Shelf_forage_fish
8842122301,23806,Anisarchus medius (stout eelblenny),Shelf_forage_fish
8842130000,23871,Pholidae (gunnel family),Shelf_forage_fish
8842130200,23872,Pholis sp. (gunnel),Shelf_forage_fish
8842130201,NA,Pholis clemensi (longfin gunnel),Shelf_forage_fish
8842130203,NA,Banded Gunnel Pholis fasciata,Shelf_forage_fish
8842130205,23873,Pholis laeta (Crested gunnel ),Shelf_forage_fish
8842130206,NA,Pholis ornata (saddleback gunnel),Shelf_forage_fish
8842150101,24001,Zaprora silenus (prowfish),Shelf_demersals
8843010101,22010,Icosteus aenigmaticus (ragfish),Miscellaneous_deep-sea_fish
8845010100,20202,Ammodytes sp. (sandlance),Pacific_sandlance
8845010101,20202,Ammodytes hexapterus (Pacific sandlance),Pacific_sandlance
8845010111,20203,sandlance Ammodytes personatus,Pacific_sandlance
8850030301,23524,Scomber japonicus (Pacific mackerel),Shelf_forage_fish
8851010101,23915,Icichthys lockingtoni (medusafish),Shelf_demersals
8851030101,23911,Peprilus simillimus (Pacific pampano),Shelf_forage_fish
8857000000,NA,Pleuronectoidei (flatfish),Shallow-water_flatfish
8857030000,10003,Bothidae (left-eye flounders),Shallow-water_flatfish
8857030100,10008,Citharichthys,Shallow-water_flatfish
8857030101,10010,Citharichthys sordidus (Pacific sanddab),Shallow-water_flatfish
8857030309,10050,Paralichthys californicus (California halibut),Shallow-water_flatfish
8857040000,10100,Pleuronectidae (flatfish),Shallow-water_flatfish
8857040100,10111,Atheresthes sp.,Arrowtooth_flounder
8857040101,10112,Atheresthes evermanni (Kamchatka flounder),Arrowtooth_flounder
8857040102,10110,Atheresthes stomias (arrowtooth flounder),Arrowtooth_flounder
8857040301,10190,Embassichthys bathybius (deepsea sole),Deep-water_flatfish
8857040401,10160,Petrale Sole Eopsetta jordani,Shallow-water_flatfish
8857040501,10200,Errex zachirus (rex sole),Rex_sole
8857040600,10129,Hippoglossoides sp.,Flathead_sole
8857040601,10130,Hippoglossoides elassodon (flathead sole),Flathead_sole
8857040602,10140,Hippoglossoides robustus (Bering flounder),Flathead_sole
8857040701,10270,Isopsetta isolepis (butter sole),Shallow-water_flatfish
8857040800,10260,Lepidopsetta sp. (rock sole type),Shallow-water_flatfish
8857040801,10262,Lepidopsetta bilineatus (southern rock sole),Shallow-water_flatfish
8857040803,10261,Lepidopsetta polyxystra (northern rock sole),Shallow-water_flatfish
8857040900,NA,Limanda sp.,Shallow-water_flatfish
8857040901,10210,Limanda aspera (yellowfin sole),Shallow-water_flatfish
8857040902,10211,Limanda proboscideus (longhead dab),Shallow-water_flatfish
8857040999,10212,Limanda sakhalinensis (Sakalin sole),Shallow-water_flatfish
8857041001,10155,Arctic Flounder Liopsetta glacialis,Shallow-water_flatfish
8857041101,10150,Eopsetta exilis (slender sole),Shallow-water_flatfish
8857041201,10180,Microstomus pacificus (Dover sole),Deep-water_flatfish
8857041301,10170,Parophrys vetulus (English sole),Shallow-water_flatfish
8857041401,10220,Platichthys stellatus (Starry flounder),Shallow-water_flatfish
8857041501,10285,Pleuronectes quadrituberculatus (Alaska plaice),Shallow-water_flatfish
8857041701,10250,Psettichthys melanostictus (sand sole),Shallow-water_flatfish
8857041801,10115,Reinhardtius hippoglossoides (Greenland turbot),Shallow-water_flatfish
8857041901,10120,Hippoglossus stenolepis (Pacific halibut),Pacific_halibut
8858020116,10400,Symphurus atricauda (California tonguefish),Shallow-water_flatfish
9100000000,NA,Aves (bird part),Benthic_detritus
9109030200,NA,Dark storm petrels Oceanodroma sp.,Benthic_detritus
9112000000,NA,Anseriformes,Benthic_detritus
9129010301,NA,Common murre Uria aalge,Benthic_detritus
9129011101,NA,Aethia cristatella (crested auklet),Benthic_detritus
9129011401,NA,Lunda cirrhata (tufted puffin),Benthic_detritus
9200000000,NA,Mammalia,Benthic_detritus
9227020000,NA,Bovidae (cow parts),Benthic_detritus
9999990000,NA,Unidentified organic material,Benthic_detritus
9999990001,NA,Marine snow,Pelagic_detritus
9999990099,NA,Unidentified Jello,Benthic_detritus
9999999990,NA,Sand,MISC_NA
9999999991,NA,Unidentified eggs,MISC_NA
9999999992,NA,Unidentified worm-like organism,Infauna
9999999993,NA,Fishery offal,Offal
9999999994,NA,Unidentified tube,MISC_NA
9999999995,NA,Overboard material (non-fishery),MISC_NA
9999999996,NA,Wood,MISC_NA
9999999997,NA,Unidentified algae,Macroalgae
9999999998,NA,Rocks,MISC_NA
9999999999,NA,Unidentified material,MISC_NA
